BatchIndex,Delta,Damkohler,Sigma,CUM_Steam,Woodloading
192,-5.601508086,0.066075921,0.99910826,30.9,100.656052
193,-5.639839562,0.05900625,0.99746828,28.5,102.248154
194,0.029445058,0.389846969,1.116277176,28.6,101.814987
195,-3.289728112,0.077387879,0.907608453,25.1,104.440346
196,-3.741767867,0.073303207,0.903234784,24.9,107.397972
197,-5.196635953,0.057999618,0.987760908,27.1,102.185944
198,-2.406992489,0.084261454,0.837835318,24.6,103.344437
199,-6.454073427,0.054022015,1.048388392,27.5,105.015579
200,-6.497152845,0.05423998,1.034361593,26.6,101.568069
201,-8.424354071,0.051623393,1.03259913,26.3,103.480148
202,-5.100468634,0.076372289,0.977153507,26.6,95
203,-12.68464427,0.044909766,1.059271287,29.9,107.539253
204,-0.221094019,0.48704687,0.844983067,26.2,108.898094
205,-3.841563824,0.067687422,0.861649054,24.8,112.72393
206,-4.367688161,0.062933498,0.893981002,26.6,115.8574
207,-5.604321837,0.055906618,0.941602529,29,109.155869
208,-3.705413053,0.069767523,0.894558127,27.4,110.036331
209,-6.595624625,0.046669899,1.166122338,31.2,111.2985
210,-5.66792426,0.053876836,1.074097967,30.1,113.530434
211,-0.366985346,0.558840461,0.854320017,23.3,114.865593
212,-5.549535376,0.056963847,0.951525176,28.9,113.115837
213,-3.536172167,0.071208259,0.867587953,22.6,95.20651
214,-5.615108799,0.064939757,1.107152604,27.5,95
215,-2.376809004,0.091235113,0.841315296,23.8,94.565506
216,-5.252111172,0.051123234,1.026731714,30.1,109.629059
217,0.924273706,0.481612047,0.984672177,26.4,110.59182
218,-4.661307222,0.072399744,0.985144182,24.6,109.351746
219,-7.856804351,0.050919111,1.11365826,29.5,102.777649
220,-12.09774827,0.047486491,1.092423674,29.2,105.9697
221,-2.847035411,0.087913064,0.829778798,23.2,107.465172
222,-2.525391053,0.076469789,0.885362314,28,97.65941
223,-2.379625288,0.089845983,0.814676137,23.2,96.42837
224,-3.807743564,0.066949967,0.875133543,25.1,104.151413
225,-5.632772494,0.058314113,0.900862771,24.1,98.7791
226,-1.342087723,0.105379893,0.955010447,26.1,100.799515
227,-3.444834984,0.082809562,0.961112682,26.7,97.6475754
228,-0.324379132,0.541186769,0.901453787,24.2,99.4571152
229,-4.543686961,0.075198615,0.875688044,24.7,102.827171
230,-4.711000307,0.066168482,0.953452563,28,101.6895
231,-3.18928959,0.08268222,0.831042442,22.7,102.673752
232,-3.376670534,0.080238167,0.850376193,22.1,106.508545
233,-6.358031777,0.061929862,1.029677325,25.9,115.320862
234,-5.450940372,0.054261131,0.911343869,26.1,114.514626
235,-3.279053346,0.067228451,0.846261782,25.3,111.426254
236,-3.414027455,0.068994487,0.895679517,24.6,111.284805
237,-3.70755114,0.073355703,0.88294768,24.8,110
238,-0.320050801,0.537381986,0.798732693,21.5,115.000381
239,-3.522600507,0.078232969,0.904423629,23.1,112.864433
240,-0.375179476,0.564108264,0.837779766,23.1,112.244278
241,-5.040042461,0.060679687,0.922930046,27.3,103.294411
242,-5.025658881,0.061887802,0.94104086,25.2,108.37159
243,-1.301161621,0.126307705,0.903275168,25.8,110.124786
244,-0.374296098,0.563333656,0.834586654,22.4,101.299156
245,-8.198770061,0.047827805,0.789580085,23.9,112.924736
246,-3.224918597,0.079802857,0.837961477,23.4,105.151421
247,-2.68800638,0.076547089,0.880638982,24.8,107.0955
248,-2.615258795,0.068050918,0.923486349,24.4,95.23094
249,-2.642402207,0.084931931,0.836643156,24.3,95.2084
250,-4.258950214,0.064388913,0.92782377,25,95.26113
251,-5.062025331,0.073173342,0.892878129,21.4,96.0718155
252,-6.413434739,0.054189267,0.991577728,26.6,95.25431
253,-3.253052323,0.059303139,0.910894684,26.2,111.376915
254,-5.497180742,0.055067285,0.957955847,26.3,95.20277
255,-0.338745917,0.54456763,0.828585322,21.8,108.033409
256,-4.105789853,0.072775253,0.89849085,22.5,113.183868
257,-5.055333983,0.059488815,0.922745148,23.6,111.552025
258,-12.23093323,0.04394221,1.117912932,27.1,107.411255
259,-5.150689244,0.064684798,0.929658441,23.1,102.98143
260,-10.01959563,0.047712689,1.134735179,31.9,101.714821
261,-3.164116119,0.075741424,0.904408608,25.1,103.562744
262,-0.342272791,0.548000164,0.759023868,20.9,75.4193954
263,-5.448901974,0.063062261,0.982943074,25.9,103
264,-2.34603956,0.081872202,0.786263497,23,108.53067
265,-3.443774243,0.075970706,0.847871052,23,112.016457
266,-2.790708968,0.068937418,0.94035131,26.6,114.366493
267,-5.474023699,0.061963115,0.998380308,27.3,115.329605
268,-0.373306053,0.563164251,0.819525346,22.9,113.770866
269,-7.49846677,0.049192815,1.03221076,28.7,110.359337
270,-3.955849652,0.073007005,0.951137537,25,104.672325
271,-4.848629944,0.064535848,1.046829936,27.1,106.84021
272,-5.498974582,0.062503877,0.975077088,26.3,120.806915
273,-2.630427417,0.084389021,0.884854769,24.2,119.514946
274,-2.675685317,0.072495487,1.042192143,29,121.51371
275,-3.187093944,0.070338366,0.798979602,22.9,95.08696
276,-0.279474502,0.520439855,0.757050047,20.6,99.41044
277,-3.642197259,0.07381162,0.91250527,26.9,103.62664
278,-3.203417356,0.071801491,0.887978298,25,105.061111
279,-8.05193412,0.05353419,0.965531325,26.5,107.6751
280,-0.607594988,0.092307096,0.917273436,24.9,105.792809
281,-1.273561705,0.086639316,1.296376616,28.4,102.217209
282,0.599808604,0.494029557,0.947128849,24.2,100.294739
283,-2.334983607,0.096101852,0.815842051,23.3,98.8101044
284,-2.837801221,0.073919958,0.801576343,23.3,100
285,-6.766788233,0.052410487,1.03307263,28.3,103.278221
286,-2.854078837,0.076999269,0.89733711,25.5,98.75644
287,-6.900861201,0.051266126,1.020612853,29.7,103.5732
288,-9.03069711,0.041566939,1.195863752,28.4,107.645721
289,-3.298031391,0.075571524,0.890339816,26.3,103.835175
290,-3.523346509,0.077592249,0.903860871,24,102.445328
291,-2.849254927,0.101378437,0.901760716,23,100.147079
292,-2.795721072,0.088005141,0.830052538,23.9,104.837364
293,-3.151565318,0.072371668,0.821192802,23.7,100.214951
294,-3.078238839,0.077976288,0.826125972,23.9,99.0483246
295,-4.014533334,0.067829615,0.858228647,24.7,100.715607
296,-1.894477955,0.081103601,0.838504044,24.3,101.499573
297,-1.648473461,0.091771917,0.85043687,25.3,100.206696
298,-3.735641332,0.064979226,0.914606548,26.4,99.26269
